AQ,DQ,Loss,Stage1,Train1,Val1,Test1,Stage2,Train2,Val2,Test2,Stage3,Train3,Val3,Test3,AQMean,AQStdev,DQMean,DQStdev,LossMean,LossStdev,AQNorm,DQNorm,LossNorm,Categorical,Set1,Set2,Set3
9,10,34536844.5411044,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.523822721827184,-0.419058177461747,-0.107952274084402,368,Train,Train,Train
10,10,38167464.5078932,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.419058177461747,-0.419058177461747,-0.014623948453785,369,Train,Train,Train
11,10,27781617.2040518,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.31429363309631,-0.419058177461747,-0.281601420067288,370,Train,Train,Train
12,10,32948422.3400819,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.209529088730873,-0.419058177461747,-0.148784084015489,371,Train,Train,Train
13,10,32247148.8485739,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.104764544365437,-0.419058177461747,-0.166810944818953,372,Train,Train,Train
14,10,39208470.9505877,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0,-0.419058177461747,0.0121360509832517,373,Train,Train,Train
15,10,43220311.1621349,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.104764544365437,-0.419058177461747,0.11526398314533,374,Train,Train,Train
16,10,38093078.4729119,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.209529088730873,-0.419058177461747,-0.0165361078531741,375,Train,Train,Train
17,10,36669250.5915007,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.31429363309631,-0.419058177461747,-0.053136873941019,376,Train,Train,Train
18,10,37950255.563604,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.419058177461747,-0.419058177461747,-0.0202074981692445,377,Validation,Train,Train
19,10,40411040.2344571,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.523822721827184,-0.419058177461747,0.0430491674055165,378,Validation,Train,Train
20,10,42704225.0647107,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.62858726619262,-0.419058177461747,0.101997529538388,379,Validation,Train,Train
21,10,31472243.570562,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.733351810558057,-0.419058177461747,-0.186730576391724,380,Validation,Train,Train
22,10,30279982.2178826,1,0,0,1,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.838116354923494,-0.419058177461747,-0.217378718245601,381,Test,Train,Train
23,10,35071906.5893489,1,0,0,1,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.942880899288931,-0.419058177461747,-0.0941980267305223,382,Test,Train,Train
24,10,35300807.6300818,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.04764544365437,-0.419058177461747,-0.0883139212438215,383,Test,Validation,Train
25,10,33855801.4055559,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.1524099880198,-0.419058177461747,-0.125459095537594,384,Test,Validation,Train
26,10,37826661.9414868,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.25717453238524,-0.419058177461747,-0.0233845825009388,385,Test,Validation,Train
27,10,31880815.3554821,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.36193907675068,-0.419058177461747,-0.176227874116268,386,Test,Validation,Train
28,10,37081993.6914415,1,0,0,1,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.46670362111611,-0.419058177461747,-0.0425269442911428,387,Test,Test,Validation
29,10,32328695.3000729,1,0,0,1,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.57146816548155,-0.419058177461747,-0.164714720524166,388,Test,Test,Validation
30,10,46097152.3721649,1,0,0,1,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.67623270984699,-0.419058177461747,0.189215753281914,389,Test,Test,Validation
31,10,36356685.8109024,0,0,0,0,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.78099725421242,-0.419058177461747,-0.0611716305090939,390,,Test,Validation
32,10,38551906.8938966,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.88576179857786,-0.419058177461747,-0.00474151390669811,391,,,
33,10,33100659.4222086,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.9905263429433,-0.419058177461747,-0.14487069398741,392,,,
34,10,40964380.7129017,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.09529088730873,-0.419058177461747,0.057273278116436,393,,,
35,10,35357229.9284436,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.20005543167417,-0.419058177461747,-0.0868635357222006,394,,,
36,10,41280249.6967246,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.30481997603961,-0.419058177461747,0.0653929721765417,395,,,
37,10,39351134.790028,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.40958452040504,-0.419058177461747,0.0158033522664468,396,,,
38,10,48619875.0939599,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.51434906477048,-0.419058177461747,0.254064591719742,397,,,
39,10,39555683.3508639,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.61911360913592,-0.419058177461747,0.0210614555291388,398,,,
40,10,38766900.1951785,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.72387815350136,-0.419058177461747,0.000785080728373384,399,,,
1,11,24593036.9668199,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.36193907675068,-0.31429363309631,-0.363566720044123,400,Train,Train,Train
2,11,32954854.3846987,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.25717453238524,-0.31429363309631,-0.148618742569687,401,Train,Train,Train
3,11,26357464.1177752,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.1524099880198,-0.31429363309631,-0.318210545836359,402,Train,Train,Train
4,11,30218272.1073696,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.04764544365437,-0.31429363309631,-0.218965031696566,403,Train,Train,Train
5,11,30034404.4948673,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.942880899288931,-0.31429363309631,-0.223691512729974,404,Train,Train,Train
6,11,30464581.6094807,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.838116354923494,-0.31429363309631,-0.212633426177613,405,Train,Train,Train
7,11,32035708.8975551,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.733351810558057,-0.31429363309631,-0.17224619741507,406,Train,Train,Train
8,11,27755113.5534204,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.62858726619262,-0.31429363309631,-0.282282720054385,407,Train,Train,Train
9,11,25930396.8642044,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.523822721827184,-0.31429363309631,-0.329188690635877,408,Train,Train,Train
10,11,31058731.3751368,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.419058177461747,-0.31429363309631,-0.197360276327244,409,Train,Train,Train
11,11,26595943.6661254,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.31429363309631,-0.31429363309631,-0.312080216265028,410,Train,Train,Train
12,11,28418072.594142,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.209529088730873,-0.31429363309631,-0.265240766394071,411,Train,Train,Train
13,11,32742663.399311,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.104764544365437,-0.31429363309631,-0.154073301174359,412,Train,Train,Train
14,11,25436916.2385089,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0,-0.31429363309631,-0.341874050422527,413,Train,Train,Train
15,11,26117740.3846288,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.104764544365437,-0.31429363309631,-0.324372858287988,414,Train,Train,Train
16,11,27460401.9962883,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.209529088730873,-0.31429363309631,-0.289858543583902,415,Train,Train,Train
17,11,33242382.2032096,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.31429363309631,-0.31429363309631,-0.141227583451047,416,Validation,Train,Train
18,11,28686658.5577201,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.419058177461747,-0.31429363309631,-0.258336524557159,417,Validation,Train,Train
19,11,28665226.8283362,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.523822721827184,-0.31429363309631,-0.258887446283218,418,Validation,Train,Train
20,11,27743826.5053633,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.62858726619262,-0.31429363309631,-0.282572863695449,419,Validation,Train,Train
21,11,26857593.4060122,1,0,0,1,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.733351810558057,-0.31429363309631,-0.305354276246878,420,Test,Train,Train
22,11,30881848.7836145,1,0,0,1,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.838116354923494,-0.31429363309631,-0.201907201164046,421,Test,Train,Train
23,11,25859424.6212314,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.942880899288931,-0.31429363309631,-0.331013095465771,422,Test,Validation,Train
24,11,30359660.643309,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.04764544365437,-0.31429363309631,-0.215330513227738,423,Test,Validation,Train
25,11,30559286.5654473,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.1524099880198,-0.31429363309631,-0.210198950784943,424,Test,Validation,Train
26,11,27719032.866088,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.25717453238524,-0.31429363309631,-0.283210206314897,425,Test,Validation,Train
27,11,29895190.7913801,1,0,0,1,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.36193907675068,-0.31429363309631,-0.227270125190145,426,Test,Test,Validation
28,11,38941629.11523,1,0,0,1,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.46670362111611,-0.31429363309631,0.0052766435184265,427,Test,Test,Validation
29,11,35400476.070269,1,0,0,1,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.57146816548155,-0.31429363309631,-0.0857518550606417,428,Test,Test,Validation
30,11,35886733.3122553,1,0,0,1,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.67623270984699,-0.31429363309631,-0.0732521787972288,429,Test,Test,Validation
31,11,27195699.7225661,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.78099725421242,-0.31429363309631,-0.296662951707884,430,,,
32,11,37250270.332019,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.88576179857786,-0.31429363309631,-0.0382012431019505,431,,,
33,11,31293079.508366,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.9905263429433,-0.31429363309631,-0.191336148467812,432,,,
34,11,32097643.9593138,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.09529088730873,-0.31429363309631,-0.170654101391624,433,,,
35,11,31182597.8392453,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.20005543167417,-0.31429363309631,-0.194176178348723,434,,,
36,11,38517103.2188009,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.30481997603961,-0.31429363309631,-0.00563617342826368,435,,,
37,11,31719810.1949694,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.40958452040504,-0.31429363309631,-0.18036665542249,436,,,
38,11,36500954.9044717,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.51434906477048,-0.31429363309631,-0.0574630647362409,437,,,
39,11,31700125.2527362,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.61911360913592,-0.31429363309631,-0.180872674426287,438,,,
40,11,31873896.7526858,0,0,0,0,0,0,0,0,1,0,0,1,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,2.72387815350136,-0.31429363309631,-0.176405722974201,439,,,
1,12,25414655.3779644,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.36193907675068,-0.209529088730873,-0.342446285704853,440,Train,Train,Train
2,12,25474585.9006692,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.25717453238524,-0.209529088730873,-0.340905718146318,441,Train,Train,Train
3,12,25456310.0870619,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.1524099880198,-0.209529088730873,-0.341375514241505,442,Train,Train,Train
4,12,28117038.8541362,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-1.04764544365437,-0.209529088730873,-0.27297910727526,443,Train,Train,Train
5,12,18468672.1564686,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.942880899288931,-0.209529088730873,-0.52099898189738,444,Train,Train,Train
6,12,26565577.60703,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.838116354923494,-0.209529088730873,-0.312860802907888,445,Train,Train,Train
7,12,36010243.6187781,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.733351810558057,-0.209529088730873,-0.070077236167226,446,Train,Train,Train
8,12,29350609.5103681,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.62858726619262,-0.209529088730873,-0.241269072915753,447,Train,Train,Train
9,12,26024707.9553029,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.523822721827184,-0.209529088730873,-0.326764339891064,448,Train,Train,Train
10,12,27564461.2396796,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.419058177461747,-0.209529088730873,-0.287183607886711,449,Train,Train,Train
11,12,23313327.2171206,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.31429363309631,-0.209529088730873,-0.396462800968354,450,Train,Train,Train
12,12,26500349.9408858,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.209529088730873,-0.209529088730873,-0.314537538264856,451,Train,Train,Train
13,12,23830650.7431049,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,-0.104764544365437,-0.209529088730873,-0.383164538156191,452,Train,Train,Train
14,12,26064918.9698809,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0,-0.209529088730873,-0.325730679883461,453,Train,Train,Train
15,12,22668496.4042118,1,1,0,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.104764544365437,-0.209529088730873,-0.41303875235801,454,Train,Train,Train
16,12,28427382.0794561,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.209529088730873,-0.209529088730873,-0.265001457767777,455,Validation,Train,Train
17,12,34400831.3918947,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.31429363309631,-0.209529088730873,-0.111448613441208,456,Validation,Train,Train
18,12,23462987.7839817,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.419058177461747,-0.209529088730873,-0.392615642564047,457,Validation,Train,Train
19,12,25437139.2227133,1,0,1,0,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.523822721827184,-0.209529088730873,-0.341868318414598,458,Validation,Train,Train
20,12,23250117.4692301,1,0,0,1,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.62858726619262,-0.209529088730873,-0.398087663936143,459,Test,Train,Train
21,12,27781748.3957741,1,0,0,1,1,1,0,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.733351810558057,-0.209529088730873,-0.281598047667012,460,Test,Train,Train
22,12,25351706.524194,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.838116354923494,-0.209529088730873,-0.344064442156506,461,Test,Validation,Train
23,12,23950303.5653766,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,0.942880899288931,-0.209529088730873,-0.380088755600665,462,Test,Validation,Train
24,12,26870335.9756322,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.04764544365437,-0.209529088730873,-0.305026717125365,463,Test,Validation,Train
25,12,27793298.1652473,1,0,0,1,1,0,1,0,1,1,0,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.1524099880198,-0.209529088730873,-0.281301150537538,464,Test,Validation,Train
26,12,23551946.9979527,1,0,0,1,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.25717453238524,-0.209529088730873,-0.390328866595954,465,Test,Test,Validation
27,12,27964826.1915552,1,0,0,1,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.36193907675068,-0.209529088730873,-0.276891869577129,466,Test,Test,Validation
28,12,27819451.9191815,1,0,0,1,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.46670362111611,-0.209529088730873,-0.280628844957234,467,Test,Test,Validation
29,12,22117579.9397155,1,0,0,1,1,0,0,1,1,0,1,0,14,9.54521404218424,14,9.54521404218424,38736359.3090251,38901586.868261,1.57146816548155,-0.209529088730873,-0.427200551627586,468,Test,Test,Validation
